,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP2920,0.74286,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.11111,0.01118,1.66667,0.0,1.01852,-0.43243,0.75,0.04577,0.0,-1.62739,0.65522,0.0,0.0,1.03723,0.768,0.0,0.0,-0.89561,-0.45,0.62821,-0.40174,1.0,0.73984,-0.2414,0.0,-0.87481,-0.74074,0.36308,0.768,-0.43485,-0.06609,-0.52849,1.83868,-0.57143,0.53227,0.0,0.0,0.0,-1.17514,0.62821,0.0,0.0,-0.69609,0
DBAASP1954,0.32727,-0.51873,0.0,0.0,-0.10769,0.0,0.0,1.37037,-0.72067,1.0,0.0,0.40741,0.67568,0.75,-0.7497,0.0,-0.80972,0.94878,0.0,0.0,0.64878,-0.232,0.0,1.0571,-0.13414,-0.10385,-0.18977,0.36924,0.0,1.38537,-0.05912,0.0,-2.54056,-0.74074,0.75408,-0.232,-0.0509,0.07931,0.24929,1.37996,0.1978,-1.27816,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.58699,0
DBAASP4313,1.88571,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,-0.04005,1.66667,0.0,0.40741,-0.32432,0.75,0.03625,0.0,1.00145,-1.22369,0.0,0.0,1.84132,0.768,0.0,0.0,-0.89111,-0.45,0.62821,-4.95291,0.0,-0.41626,-0.19733,0.0,0.00891,-0.74074,0.36308,0.768,-0.43485,0.6609,-0.52849,0.50736,0.09524,0.36314,0.0,0.0,0.0,0.78343,0.62821,0.0,0.0,-1.53945,0
DBAASP2863,0.6,0.20749,0.0,0.0,0.0,0.0,0.0,-0.7037,-0.05509,0.0,0.0,-0.2716,-0.45946,0.05556,0.04744,1.25,0.47061,-0.83826,0.0,1.1,-0.74606,0.49809,0.0,0.0,0.25668,0.0,0.40743,-0.12629,0.0,0.25041,-0.22339,0.0,-0.151,0.14815,-0.19606,0.49809,0.89617,0.45319,1.80484,-0.42217,-0.77143,-0.31033,0.0,0.0,0.0,1.32203,0.40743,0.0,0.0,0.35378,0
DBAASP1427,0.8,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.33333,0.54671,0.0,0.0,1.40741,0.43243,0.86364,0.67265,0.83333,-0.13881,0.73471,0.0,0.0,-1.83412,0.0,0.0,0.0,0.02524,-0.45,0.0,-0.96459,1.0,0.11545,-0.5225,0.0,-1.39028,-0.74074,0.49016,0.0,-0.43485,0.17624,1.22151,1.83706,0.42857,-0.70661,0.0,0.0,0.0,-0.80791,0.0,0.0,0.0,-0.5949,0
DBAASP1635,0.4,-0.21614,0.0,0.0,-0.07778,0.0,0.0,-0.07407,0.33784,0.0,0.0,-0.81481,-0.10811,-0.04545,0.39097,0.0,-0.42686,0.17086,0.0,0.0,-0.1167,0.0,0.1,0.0,-0.9029,0.3,0.0,-0.01322,1.0,-0.41626,-0.97199,0.0,0.07831,-0.27778,0.49016,0.0,0.67433,0.17624,0.34651,-0.25237,-1.07143,-0.10172,0.0,0.0,0.0,-1.9096,0.0,0.0,0.0,-0.64207,0
DBAASP2507,-0.03636,0.31922,0.0,0.0,0.25128,0.0,0.0,-0.03704,-0.6436,0.0,0.0,0.81481,0.10811,-0.08333,-0.58337,2.14286,0.29093,-0.89297,0.0,1.69231,-0.57778,-0.232,0.0,1.35193,2.60742,0.24231,-0.18977,-0.24792,0.0,0.38374,-0.11074,0.0,0.23518,0.19943,1.4579,-0.232,-0.0509,-0.35688,-0.52849,0.21021,-0.26374,0.54994,0.0,0.0,0.33333,0.0678,-0.18977,0.0,0.0,0.13279,0
DBAASP2765,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.07458,0.0,0.0,-0.2716,-0.05405,1.16667,0.2213,0.0,-0.59622,0.49567,0.0,0.0,-0.22144,0.49809,0.0,0.0,0.44099,0.0,0.40743,0.68901,0.0,-0.41626,-1.08812,0.0,-0.25032,0.37037,3.92124,0.49809,-0.43485,0.45319,0.63818,-0.73284,1.02857,-0.67662,0.0,0.0,0.0,0.44068,0.40743,0.0,0.0,-0.09269,0
DBAASP1906,-0.4,0.0399,0.09091,0.0,0.96923,0.0,0.0,0.0,-1.14265,0.0,0.0,0.0,0.0,-0.08333,-0.97427,0.0,-0.25071,-0.05799,0.11111,0.0,-0.34967,-0.232,0.0,1.30314,1.36805,1.28077,-0.18977,0.11209,-1.0,0.70894,-1.79731,0.0,-0.10377,-0.05698,1.4579,-0.232,0.33305,0.5155,0.24929,-0.11434,-0.72527,0.06839,0.0,0.0,0.0,-1.28814,-0.18977,0.0,0.0,-0.14419,0
DBAASP2466,-0.06667,-0.25936,0.0,0.0,1.86667,0.0,0.0,0.48148,-2.9402,0.90909,0.0,-0.81481,0.48649,-0.5,-2.13608,0.0,2.26434,0.02054,0.0,0.0,0.11177,-0.45452,0.0,4.51233,-0.06305,1.47857,-0.37179,0.56672,-1.0,0.85041,3.00794,0.0,-0.28821,-0.34392,-0.32677,-0.45452,0.75356,0.39654,-0.52849,-1.38574,0.0,-0.50213,0.0,1.35485,0.0,0.8184,-0.37179,0.0,3.42857,2.30343,0
DBAASP4156,0.6,-0.25936,0.0,0.0,-0.46667,0.0,0.0,0.33333,0.69886,0.0,0.0,-0.06268,0.62162,0.26923,0.71651,1.25,-0.11388,-0.30691,0.0,0.0,-0.54536,-0.45452,0.0,0.0,-0.26418,-0.45,-0.37179,-0.26419,643371375338642.0,0.46504,0.03226,0.1,-1.27024,-0.10582,0.32677,-0.45452,-0.43485,-0.39654,0.17151,1.01025,0.0,-0.58197,0.0,0.0,0.5,-0.75545,-0.37179,0.0,0.0,-0.04282,0
DBAASP1641,-0.03636,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.0,-0.29489,0.0,0.0,0.0,-0.10811,-0.08333,-0.1468,2.14286,-0.88481,-0.08469,0.0,0.0,0.11797,-0.232,0.0,0.0,-1.13819,-0.45,-0.18977,-0.76775,-1.0,-0.41626,0.19633,0.0,-0.17778,-0.74074,-0.30163,-0.232,-0.43485,-0.79307,-0.52849,0.70993,0.1978,-0.64678,0.0,0.0,0.0,1.42373,-0.18977,0.0,0.0,-1.12978,0
DBAASP1598,-0.4,1.03746,0.0,0.0,0.2,0.0,0.0,-1.40741,0.64774,0.0,0.0,0.0,-1.59459,-0.5,0.63818,0.0,-0.63538,-0.94188,0.0,0.0,0.22747,1.36412,0.0,0.0,1.04591,0.19286,1.11583,-0.41782,2573485501354569.0,-0.41626,0.58814,0.0,-0.73021,0.37037,0.0,1.36412,0.51588,1.38788,-0.52849,0.17975,0.0,-0.13533,0.0,0.0,0.0,-1.38499,1.11583,0.0,0.0,-0.34273,0
DBAASP4233,1.2,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.03704,-0.14821,0.0,0.0,0.07407,0.67568,0.86364,-0.13284,0.83333,-0.00213,-0.06589,0.0,0.0,-0.39355,0.0,0.0,0.0,0.1412,-0.45,0.0,0.31529,-0.5,-0.41626,-0.42009,0.0,1.01412,-0.74074,-0.27231,0.0,-0.43485,0.6609,0.34651,-0.70464,0.92857,0.7944,0.0,0.0,0.0,0.29379,0.0,0.0,0.0,0.51589,0
DBAASP3773,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.25926,-0.24073,0.0,0.0,0.40741,-0.35135,1.375,-0.12655,0.0,-0.44467,-0.20022,0.0,0.0,0.85192,0.768,0.0,0.0,-0.02642,-0.45,0.62821,-1.01309,0.0,-0.41626,-0.16465,0.0,-1.12251,-0.74074,0.87139,0.768,-0.43485,0.6609,-0.52849,0.36289,0.7619,-0.71017,0.0,0.0,0.0,1.27307,0.62821,0.0,0.0,-0.2271,0
DBAASP1167,0.26667,0.0,0.0,0.0,-0.13333,0.0,0.0,0.18519,0.79538,0.0,0.0,-0.43875,0.43243,0.26923,0.68455,1.875,0.07599,-0.09598,0.0,0.78571,-0.08184,-0.45452,0.0,0.0,-0.98442,-0.12857,-0.37179,-0.59999,0.0,0.58374,0.03744,0.0,0.03562,0.21164,0.0,-0.45452,1.11009,0.0,0.17151,0.31497,0.42857,-0.0892,0.0,0.0,0.0,-0.75545,-0.37179,0.0,0.0,-0.20836,0
DBAASP1929,-0.4,-0.51873,0.0,0.0,0.46667,0.0,0.0,0.0,-1.28579,1.42857,0.0,0.81481,-0.21622,-0.5,-1.32918,0.0,0.17947,1.47901,0.0,0.0,0.30378,0.49809,0.0,1.49857,0.42802,0.0,0.40743,1.11721,0.0,0.4878,0.41063,0.0,0.12476,-0.74074,1.17637,0.49809,0.39704,-0.16994,1.80484,0.57069,-0.77143,0.76147,0.0,0.72007,0.0,-0.44068,0.40743,0.0,2.4,0.54704,0
DBAASP2828,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.17953,0.0,0.0,-0.81481,-0.05405,1.16667,0.34856,0.0,-0.59622,0.18948,0.0,0.0,-0.51709,0.49809,0.0,0.0,-0.13391,0.0,0.40743,0.32291,0.0,-0.41626,-1.08812,0.0,-0.98781,0.37037,3.92124,0.49809,-0.43485,1.07632,1.80484,-0.73284,-0.17143,-1.30746,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,0.00397,0
DBAASP3681,-0.4,0.87785,0.18182,0.0,2.40513,0.0,0.0,-0.37037,-2.0271,0.0,0.0,-0.40741,-0.21622,-0.5,-2.04815,0.0,2.36723,0.68639,0.22222,0.0,-1.22795,-0.232,0.0,4.12172,-0.14104,2.31923,-0.18977,0.29814,-1.0,1.38537,2.20921,0.0,0.88206,0.19943,0.75408,-0.232,0.717,0.95169,0.24929,-0.25178,-2.10989,1.21665,0.0,0.0,0.0,-1.62712,-0.18977,0.0,0.0,2.62139,0
DBAASP928,-0.4,0.28818,0.14286,0.0,0.57037,0.0,0.0,-1.11111,-1.67344,0.0,0.0,-0.81481,-1.24324,-0.5,-2.07685,0.0,0.46583,0.39211,0.0,0.0,-0.23526,0.768,0.0,3.41007,-0.24355,3.05,0.62821,0.07877,0.0,0.4878,-3.4991,0.0,-0.44677,-0.37037,-0.14523,130.11606,0.30461,-0.79307,-0.52849,-1.2472,1.42857,-0.92338,0.0,0.0,0.0,-0.6855,0.62821,0.0,0.0,1.02288,0
DBAASP3183,0.04444,0.14147,0.0,0.0,-0.04242,0.0,0.0,-0.55556,1.24269,0.0,0.11111,-0.81481,-0.48649,-0.5,1.24844,1.0,-0.12143,-0.22574,0.0,0.0,-0.22538,0.24281,0.0,0.0,-1.27884,-0.45,0.19861,-0.18592,1637672591771090.0,-0.41626,0.29853,0.0,0.13299,0.06734,-0.23765,0.24281,0.17016,1.38788,0.47151,-0.65305,-0.38961,-0.55477,0.0,0.0,0.0,-1.44222,0.19861,0.0,2.18182,-0.38077,0
DBAASP2685,1.6,0.08645,0.0,0.0,-0.46667,0.0,0.0,-1.07407,-0.06589,0.0,0.0,0.16296,-1.56757,0.5,0.25605,0.0,1.39254,-0.88082,0.0,0.0,2.50509,1.69986,0.0,0.0,-0.00036,0.3,1.39046,-3.74289,1501199875790166.0,-0.41626,-2.0751,0.0,1.65573,0.37037,0.10892,1.69986,-0.43485,-0.79307,-0.52849,-0.23614,0.42857,2.34564,0.0,0.0,0.0,-0.44068,1072.05708,0.0,0.0,-1.56648,0
DBAASP1834,0.48889,-0.18863,0.0,0.0,-0.46667,0.0,0.0,0.55556,0.30112,1.25,0.0,-0.81481,0.21622,1.0,0.32596,0.0,-0.82401,0.32098,0.0,0.0,1.19995,0.24281,0.0,0.0,-1.11778,-0.04091,0.19861,-0.15733,0.5,-0.41626,-0.13266,0.0,-2.47437,-0.13468,0.17824,0.24281,-0.43485,1.38788,-0.52849,-0.13659,0.15584,0.08132,0.0,0.0,0.0,0.16025,0.19861,0.0,0.0,0.38102,0
DBAASP1228,-0.03636,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.37037,-0.38109,0.0,0.0,0.0,-0.05405,-0.08333,-0.26359,2.14286,-0.79885,0.00526,0.0,0.0,-0.36544,-0.232,0.0,0.0,-0.9199,-0.45,-0.18977,-0.34494,-1.0,-0.41626,0.11558,0.0,-0.45003,-0.74074,0.75408,-0.232,-0.43485,-0.79307,-0.52849,0.16114,0.1978,-0.55731,0.0,0.0,0.0,1.42373,-0.18977,0.0,0.0,-0.92491,0
DBAASP4318,0.74286,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,-0.10872,1.66667,0.0,1.01852,-0.35135,0.75,-0.06321,0.0,-1.59708,0.53393,0.0,0.0,2.50598,0.768,0.0,0.0,-0.16825,-0.45,0.62821,-0.14963,0.0,0.4878,-0.13644,0.0,0.79833,-0.74074,-0.14523,0.768,-0.43485,-0.06609,-0.52849,1.00498,0.7619,-0.96601,0.0,0.0,0.0,0.29379,0.62821,0.0,0.0,-0.46557,0
DBAASP1593,-0.4,1.03746,0.0,0.0,0.2,0.0,0.0,-1.2963,1.82814,0.0,0.0,0.0,-1.40541,0.33333,1.92509,0.0,0.48864,-1.16265,0.0,0.0,0.9162,1.36412,0.2,0.0,1.10121,0.19286,1.11583,-0.20752,2573485501354570.0,-0.41626,0.54389,0.0,0.12131,0.05291,0.0,1.36412,-0.19717,1.38788,-0.52849,-0.366,0.0,-0.71405,0.25,0.0,0.0,1.13317,1.11583,0.0,0.0,0.75079,0
DBAASP2720,0.6,0.25936,0.0,0.0,-0.46667,0.0,0.0,0.55556,0.73998,0.0,0.0,0.31339,0.67568,0.26923,0.88247,0.0,0.15797,-1.2827,0.0,0.0,-0.65267,-0.45452,0.0,0.0,-0.67902,0.19286,-0.37179,-1.4097,643371375338642.0,0.50894,0.05094,0.1,0.03189,0.21164,-0.32677,-0.45452,-0.43485,0.79307,-0.52849,0.31661,0.0,-0.18848,0.0,0.0,0.0,-0.75545,-0.37179,0.0,0.0,-0.10228,0
DBAASP3604,0.26667,-0.06484,0.0,0.0,0.11667,0.0,0.0,-0.88889,-0.73687,0.0,0.0,-0.81481,-1.05405,0.21429,-0.26483,0.0,0.41369,0.73858,0.0,0.0,-0.16652,139.33426,0.0,1.32728,-0.54223,0.675,0.86328,0.33436,0.0,-0.41626,1.63727,0.0,-0.2136,-0.0463,-0.08169,1.05537,-0.01891,0.07931,-0.52849,-0.53022,-1.82143,-0.28185,0.0,0.0,0.0,-1.54237,0.86328,0.0,0.0,0.79878,0
DBAASP3122,-0.03636,0.31922,0.0,0.0,0.25128,0.0,0.09091,-0.25926,-1.25275,0.0,0.0,-0.40741,-0.27027,-0.08333,-0.95557,0.0,0.62266,-0.22518,0.0,1.69231,0.21484,105.38025,0.0,2.29172,0.56441,0.58846,-0.18977,0.2261,692861481133922.0,0.88455,0.13994,0.11111,0.8446,0.37037,-0.30163,-0.232,-0.17889,0.07931,-0.52849,-1.24315,1.12088,0.84432,0.0,0.0,1.0,0.0678,-0.18977,0.0,0.0,0.94562,0
DBAASP4051,0.69091,-0.23941,0.0,0.0,0.25128,0.0,0.0,0.2963,0.88786,0.0,0.09091,0.40741,0.54054,-0.08333,0.93686,0.71429,-0.24014,-0.53451,0.0,0.0,0.04553,-0.232,0.0,0.0,-0.09247,-0.45,-0.18977,-1.44193,692861481133922.0,0.50894,-0.43529,0.0,-0.35422,0.11396,0.40218,-0.232,0.07708,0.07931,-0.52849,0.84234,-0.26374,-0.36716,0.1,0.7003,0.0,0.40678,-0.18977,0.0,3.69231,-0.14518,0
DBAASP14,-0.4,0.0399,0.0,0.0,-0.46667,0.0,0.0,0.81481,0.09018,1.0,0.0,0.0,0.24324,0.33333,0.14937,0.71429,-1.17952,-0.05723,0.0,0.84615,0.10101,-0.232,0.0,0.0,0.0538,-0.45,-0.18977,-0.32143,692861481133922.0,-0.41626,0.12648,0.0,-0.61299,-0.39886,-0.30163,-0.232,-0.43485,-0.35688,0.24929,0.16327,0.1978,0.35705,0.1,0.0,1.0,0.0678,-0.18977,0.0,0.0,-0.86804,0
DBAASP4344,0.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.18519,0.05589,2.85714,0.0,-0.2716,0.05405,0.61111,0.01014,0.0,-0.06704,-0.52863,0.0,0.0,1.11821,0.49809,0.0,0.0,-1.3478,-0.45,0.40743,-0.73053,0.5,-0.41626,-0.00457,0.0,0.61517,-0.74074,-0.19606,0.49809,-0.43485,1.07632,-0.52849,-0.44662,-1.37143,1.58641,0.0,0.0,0.0,-0.44068,0.40743,0.0,0.0,0.00397,0
DBAASP50,1.31429,-0.51873,0.0,0.0,0.05185,0.0,0.0,-0.03704,0.21098,1.66667,0.0,-0.2037,-0.40541,0.125,0.32571,0.0,0.6044,-0.81028,0.0,0.0,2.00003,0.768,0.0,0.0,-1.09509,-0.45,0.62821,-2.7805,0.0,-0.41626,0.49009,0.0,0.01525,-0.74074,-0.14523,0.768,0.67433,1.38788,-0.52849,-0.12151,0.09524,1.69664,0.0,0.0,0.0,-0.6855,0.62821,0.0,2.66667,-1.5085,0
DBAASP4777,0.6,0.20749,0.0,0.0,0.93333,0.0,0.0,-0.66667,0.62743,0.0,0.0,0.2716,-0.40541,0.05556,0.70727,1.25,-0.00227,-0.90315,0.0,1.1,-1.05362,0.49809,0.0,0.0,0.40568,0.0,0.40743,-0.17827,0.0,0.25041,-0.29867,0.0,-0.03557,0.14815,-0.19606,0.49809,0.89617,0.45319,1.80484,-0.50142,-0.77143,-0.22464,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.24202,0
DBAASP5054,1.05455,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.55556,0.02064,1.0,0.0,0.0,0.81081,0.75,-0.08909,0.0,-0.36185,-0.23813,0.0,0.0,0.14623,-0.232,0.0,0.0,-0.46241,-0.45,-0.18977,-0.99991,0.0,-0.41626,-0.68874,0.0,-0.13422,-0.74074,0.40218,-0.232,-0.43485,0.5155,-0.52849,-0.0714,0.65934,0.30207,0.0,0.0,0.0,-0.27119,-0.18977,0.0,0.0,-0.58392,0
DBAASP2725,-0.4,0.69164,0.0,0.0,0.05185,0.0,0.0,0.25926,1.46624,0.0,0.0,0.40741,-0.91892,-0.5,1.09813,0.0,-0.59887,-1.09966,0.0,0.0,3.29763,0.768,0.0,0.0,0.18619,0.55,0.62821,0.04158,1000799917193444.1,-0.41626,-0.13034,0.0,1.06047,0.24691,-0.14523,0.768,0.11974,-0.06609,-0.52849,1.73144,-0.57143,-0.04735,0.0,0.73397,0.0,-0.19586,0.62821,0.0,2.66667,-1.58387,0
DBAASP1056,-0.4,0.51873,0.0,0.0,0.2,0.0,0.0,-1.40741,0.34746,0.0,0.0,0.0,-1.67568,-0.5,0.45725,0.0,-0.68641,-0.27881,0.0,1.57143,-0.6778,1.36412,0.0,0.0,-0.85731,0.19286,1.11583,-0.10823,1.0,-0.41626,0.56895,0.0,-0.4147,-0.26455,0.0,1.36412,0.2782,-0.79307,-0.52849,0.17772,0.85714,0.0725,0.0,0.0,0.0,1.13317,1.11583,0.0,0.0,-0.63332,0
DBAASP2825,0.1,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.30644,1.42857,0.0,0.2716,-0.05405,0.05556,0.3332,0.0,-0.31044,0.12521,0.0,0.0,-0.56742,0.49809,0.0,0.0,-1.63253,0.0,0.40743,0.15209,0.0,-0.41626,-1.08812,0.0,1.09247,0.37037,3.92124,0.49809,-0.43485,1.07632,1.80484,-0.73284,-1.37143,0.88712,0.0,0.0,0.0,-1.32203,0.40743,0.0,0.0,-0.07879,0
DBAASP985,0.04444,0.14147,0.0,0.0,-0.04242,0.0,0.0,-0.48148,-0.27136,1.25,0.0,-0.81481,-0.32432,0.0,-0.24745,0.0,0.73143,0.08859,0.0,1.0,-0.17106,0.24281,0.0,0.0,-0.6591,0.77727,0.19861,0.35858,0.0,-0.41626,-2.53533,0.0,0.52605,0.26936,-0.23765,0.24281,1.07767,0.2974,-0.52849,-1.51372,-0.93506,0.90898,0.0,0.0,0.0,-1.44222,0.19861,0.0,0.0,0.77893,0
DBAASP447,1.1,-0.51873,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02594,1.42857,0.0,-0.2716,-0.10811,0.61111,-0.0231,0.0,-0.07991,-0.42172,0.0,0.0,0.86864,0.49809,0.0,0.0,-0.09039,-0.45,0.40743,-1.7661,0.0,-0.41626,-0.30993,0.0,-1.27991,-0.74074,2.54881,0.49809,0.23066,1.69945,0.63818,0.31766,-0.17143,-1.19619,0.0,0.63182,0.0,0.88136,0.40743,0.0,2.4,-0.60321,0
DBAASP1506,0.32727,-0.23941,0.0,0.0,0.61026,0.0,0.0,0.25926,0.02466,1.0,0.0,-0.40741,0.18919,0.33333,0.06842,0.71429,0.10513,0.14548,0.0,0.84615,-0.53407,-0.232,0.0,1.05061,0.3828,-0.10385,-0.18977,-0.36533,-1.0,0.57236,0.24344,0.0,-0.81974,0.2849,-0.30163,-0.232,0.46103,-0.35688,0.24929,0.93532,0.65934,-0.305,0.0,0.73125,0.0,-0.27119,-0.18977,0.0,3.69231,-0.39349,0
DBAASP3644,-0.4,-0.51873,0.0,0.0,0.61026,0.0,0.0,0.92593,-2.24522,1.0,0.0,0.0,0.48649,-0.08333,-2.37828,0.0,-0.63016,0.9546,0.0,0.0,0.10429,-0.232,0.0,3.42227,0.40236,0.58846,-0.18977,0.74344,-1.0,1.38537,1.0686,0.0,-0.28907,-0.74074,0.75408,-0.232,0.46103,-0.79307,0.24929,0.56558,-0.72527,0.58394,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.13889,0
DBAASP4485,-0.4,-0.21614,0.0,0.0,-0.46667,0.0,0.0,0.0,0.57757,1.11111,0.0,-0.37037,0.21622,0.40909,0.40677,0.83333,0.26262,1.13555,0.0,0.0,-0.71905,0.0,0.0,0.0,-0.62251,-0.075,0.0,0.87275,1.0,0.11545,0.33137,0.0,-1.14628,-0.55556,0.10892,0.0,-0.43485,-0.79307,1.22151,0.81215,-0.07143,-1.97554,0.0,0.0,0.0,-0.80791,0.0,0.0,0.0,0.36487,0
DBAASP255,0.26667,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.07407,-0.4841,4.0,0.0,1.28042,-0.67568,0.21429,-0.45701,0.0,-1.61223,0.68899,0.0,0.0,2.40412,1.05537,0.0,0.0,-0.19756,-0.45,0.86328,0.16621,0.0,-0.41626,-0.21783,0.0,2.71894,-0.74074,-0.08169,1.05537,-0.43485,-0.79307,-0.52849,1.04528,-1.07143,2.6502,0.0,0.0,0.0,-0.99153,0.86328,0.0,0.0,-0.39613,0
DBAASP2772,1.1,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.23098,0.0,0.0,-0.2716,-0.05405,0.61111,0.29371,0.0,-0.54301,-0.34915,0.0,0.0,-0.62474,0.49809,0.0,0.0,-0.44299,0.0,0.40743,-1.1694,0.0,-0.41626,-1.08812,0.0,0.84673,0.37037,3.92124,0.49809,-0.43485,0.45319,-0.52849,-0.73284,0.42857,0.06763,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.21649,0
DBAASP1655,0.69091,-0.51873,0.0,0.0,-0.46667,0.0,0.0,1.03704,-0.44657,2.0,0.0,0.40741,0.75676,0.75,-0.38258,0.0,-0.73043,0.41667,0.0,0.0,1.1553,-0.232,0.0,0.0,-0.06253,-0.45,-0.18977,-0.39854,0.0,-0.41626,-0.12541,0.0,-0.36616,-0.74074,0.05027,-0.232,-0.43485,0.07931,0.24929,0.31187,0.1978,0.09365,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.80092,0
DBAASP3589,0.32727,0.0399,0.0,0.0,0.25128,0.0,0.0,0.51852,-1.11754,2.0,0.0,0.81481,0.21622,0.33333,-0.98365,0.0,-0.05942,-0.86749,0.0,0.84615,0.83414,-0.232,0.0,1.08305,1.96111,0.24231,-0.18977,-0.72037,0.0,1.10894,0.07305,0.0,0.24328,0.11396,0.75408,-0.232,-0.0509,-0.79307,-0.52849,0.32193,-0.26374,-0.1751,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.80382,0
DBAASP2270,0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.37037,0.35618,0.0,0.0,0.51852,0.54054,0.86364,0.36166,0.0,0.409,1.15366,0.0,0.0,-1.00023,0.0,0.0,0.0,-0.13773,-0.45,0.0,0.41188,0.0,0.11545,0.00457,0.0,-1.29059,-0.74074,0.49016,0.0,-0.43485,0.17624,2.09651,0.74467,0.42857,0.05604,0.0,0.0,0.0,0.29379,0.0,0.0,0.0,-0.06721,0
DBAASP4275,1.2,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.07407,0.73153,0.0,0.0,0.07407,0.75676,0.40909,0.72666,0.0,1.15214,-0.52556,0.0,0.0,-0.60302,0.0,0.0,0.0,-0.26566,-0.45,0.0,0.55269,0.5,0.30569,-0.65384,0.0,2.44148,-0.74074,-0.65354,0.0,-0.43485,1.14555,-0.52849,-0.03626,1.42857,1.5046,0.0,0.0,0.0,1.39548,0.0,0.0,0.0,1.31322,0
DBAASP1845,0.32727,0.31922,0.0,0.0,-0.46667,0.0,0.0,0.07407,0.45145,1.0,0.0,0.40741,0.10811,0.33333,0.46986,1.42857,0.13963,-1.25223,0.0,1.69231,-0.40975,-0.232,0.09091,0.0,1.04025,-0.10385,-0.18977,-0.81663,0.0,0.46504,-0.56753,0.0,0.04259,0.11396,0.40218,-0.232,-0.43485,-0.79307,0.24929,-0.06849,0.1978,0.34717,0.0,0.0,0.0,0.40678,-0.18977,0.0,0.0,0.05299,0
DBAASP2052,0.8,-0.21614,0.0,0.0,-0.46667,0.0,0.0,0.44444,0.75171,0.0,0.0,0.07407,0.32432,1.31818,0.83778,0.83333,0.0879,-0.26725,0.0,0.91667,0.0596,0.0,0.0,0.0,-0.25361,-0.45,0.0,-0.60167,-1.0,0.35285,-0.42342,0.0,-1.61906,-0.18519,-0.27231,0.0,-0.43485,0.6609,0.34651,0.91512,1.42857,-0.88853,0.0,0.0,0.0,0.66102,0.0,0.0,0.0,0.46415,0
